transaction_id,order_id,original_amount,currency,merchant_name,transaction_date,bank_reference,expected_order_match,expected_gateway_match,expected_bank_match
TXN000272,ORD000272,18126.75,INR,Green Grocery,2026-08-18,BANK-F40FBE7E,True,True,True
TXN000273,ORD000273,18320.38,INR,Urban Fashion,2026-08-16,BANK-A34269FB,True,True,True
TXN000274,ORD000274,22906.28,INR,Tech World,2026-08-14,BANK-4C0B5FBC,True,True,True
TXN000275,ORD000275,3579.07,INR,Green Grocery,2026-08-20,BANK-D87537A3,True,True,True
TXN000276,ORD000276,824.77,INR,Fresh Mart,2026-08-08,BANK-53080C1B,True,True,True
TXN000277,ORD000277,21787.36,INR,Fresh Mart,2026-08-09,BANK-102A7242,True,True,True
TXN000278,ORD000278,6387.0,INR,Tech World,2026-08-16,BANK-6CAF28DD,True,True,True
TXN000279,ORD000279,6301.38,INR,Green Grocery,2026-08-06,BANK-D5E49956,True,True,True
TXN000280,ORD000280,19523.34,INR,Tech World,2026-08-12,BANK-D6991631,True,True,True
TXN000281,ORD000281,12135.73,INR,Smart Home,2026-08-02,BANK-11833989,True,True,True
TXN000282,ORD000282,3471.63,INR,Fresh Mart,2026-08-19,BANK-9578C966,True,True,True
TXN000283,ORD000283,711.36,INR,Green Grocery,2026-08-13,BANK-05FB8647,True,True,True
TXN000284,ORD000284,7901.69,INR,Sri Lakshmi Stores,2026-08-11,BANK-B7D6740D,True,True,True
TXN000285,ORD000285,20184.66,INR,Smart Home,2026-08-06,BANK-627ABDE4,True,True,True
TXN000286,ORD000286,2807.99,INR,Tech World,2026-08-02,BANK-704D1B99,True,True,True
TXN000287,ORD000287,12180.95,INR,Tech World,2026-08-18,BANK-4DF71332,True,True,True
TXN000288,ORD000288,22154.57,INR,Tech World,2026-08-03,BANK-299D7388,True,True,True
TXN000289,ORD000289,18298.84,INR,Sri Lakshmi Stores,2026-08-01,BANK-ABCF1590,True,True,True
TXN000290,ORD000290,677.78,INR,Smart Home,2026-08-05,BANK-27F107E7,True,True,True
TXN000291,ORD000291,18426.83,INR,ABC Electronics,2026-08-12,BANK-7F09B523,True,True,True
TXN000292,ORD000292,19034.93,INR,Fresh Mart,2026-08-18,BANK-DD87C65A,True,True,True
TXN000293,ORD000293,8743.76,INR,Urban Fashion,2026-08-11,BANK-6E40CFFE,True,True,True
TXN000294,ORD000294,13416.74,INR,Daily Needs,2026-08-07,BANK-77D7871B,True,True,True
TXN000295,ORD000295,915.64,INR,Smart Home,2026-08-11,BANK-9C3914B8,True,True,True
TXN000296,ORD000296,20791.9,INR,Green Grocery,2026-08-11,BANK-82FD66BA,True,True,True
TXN000297,ORD000297,13770.5,INR,Daily Needs,2026-08-11,BANK-B1E44115,True,True,True
TXN000298,ORD000298,3270.39,INR,Green Grocery,2026-08-05,BANK-A6E720CA,True,True,True
TXN000299,ORD000299,23106.66,INR,Urban Fashion,2026-08-14,BANK-AC5D006A,True,True,True
TXN000300,ORD000300,2124.33,INR,Green Grocery,2026-08-17,BANK-FF96A4EA,True,True,True
TXN000301,ORD000301,14661.04,INR,Urban Fashion,2026-08-03,BANK-FFD876CF,True,True,True
TXN000302,ORD000302,8804.03,INR,ABC Electronics,2026-08-10,BANK-41BB5F0D,True,True,True
TXN000303,ORD000303,3091.34,INR,Fresh Mart,2026-08-12,BANK-2128D079,True,True,True
TXN000304,ORD000304,1634.03,INR,ABC Electronics,2026-08-12,BANK-505EB359,True,True,True
TXN000305,ORD000305,11202.32,INR,ABC Electronics,2026-08-05,BANK-C7B02BBB,True,True,True
TXN000306,ORD000306,10475.55,INR,Tech World,2026-08-08,BANK-12AAFAA5,True,True,True
TXN000307,ORD000307,23454.05,INR,Urban Fashion,2026-08-01,BANK-C9748E0A,True,True,True
TXN000308,ORD000308,11350.97,INR,Smart Home,2026-08-07,BANK-460BBD0A,True,True,True
TXN000309,ORD000309,16926.16,INR,Fresh Mart,2026-08-08,BANK-CCD50C8C,True,True,True
TXN000310,ORD000310,16280.13,INR,ABC Electronics,2026-08-15,BANK-9E26AE1A,True,True,True
TXN000311,ORD000311,20891.01,INR,Sri Lakshmi Stores,2026-08-21,BANK-FE41657B,True,True,True
TXN000312,ORD000312,20631.26,INR,Daily Needs,2026-08-03,BANK-8F6042E0,True,True,True
TXN000313,ORD000313,19505.42,INR,Tech World,2026-08-07,BANK-DC7CCFAE,True,True,True
TXN000314,ORD000314,18371.06,INR,Tech World,2026-08-20,BANK-F37A1AE9,True,True,True
TXN000315,ORD000315,21426.05,INR,ABC Electronics,2026-08-17,BANK-660C5172,True,True,True
TXN000316,ORD000316,10260.57,INR,Daily Needs,2026-08-15,BANK-41D892CC,True,True,True
TXN000317,ORD000317,6083.41,INR,Urban Fashion,2026-08-10,BANK-A318B785,True,True,True
TXN000318,ORD000318,18992.86,INR,Green Grocery,2026-08-08,BANK-C77640F8,True,True,True
TXN000319,ORD000319,16481.76,INR,ABC Electronics,2026-08-02,BANK-D3E8C9EF,True,True,True
TXN000320,ORD000320,15411.52,INR,Green Grocery,2026-08-21,BANK-864DD22D,True,True,True
TXN000321,ORD000321,428.59,INR,Daily Needs,2026-08-21,BANK-56D432A1,True,True,True
TXN000322,ORD000322,21664.31,INR,Smart Home,2026-08-19,BANK-D1A254B7,True,True,True
TXN000323,ORD000323,659.51,INR,Green Grocery,2026-08-03,BANK-70ACF5BC,True,True,True
TXN000324,ORD000324,20712.51,INR,Green Grocery,2026-08-17,BANK-9CC930FA,True,True,True
TXN000325,ORD000325,395.51,INR,Daily Needs,2026-08-13,BANK-2E775D3F,True,True,True
TXN000326,ORD000326,7037.6,INR,Urban Fashion,2026-08-11,BANK-952AA465,True,True,True
TXN000327,ORD000327,10083.36,INR,Urban Fashion,2026-08-08,BANK-35933D40,True,True,True
TXN000328,ORD000328,9136.29,INR,Tech World,2026-08-03,BANK-0C3CD3F5,True,True,True
TXN000329,ORD000329,9412.95,INR,Smart Home,2026-08-17,BANK-BDE5842D,True,True,True
TXN000330,ORD000330,23793.29,INR,Urban Fashion,2026-08-05,BANK-D9B2AAB9,True,True,True
TXN000331,ORD000331,17818.8,INR,Smart Home,2026-08-17,BANK-84132E7B,True,True,True
TXN000332,ORD000332,3918.97,INR,Urban Fashion,2026-08-15,BANK-A4A4E551,True,True,True
TXN000333,ORD000333,15492.88,INR,Daily Needs,2026-08-12,BANK-832D9856,True,True,True
TXN000334,ORD000334,24482.91,INR,Sri Lakshmi Stores,2026-08-17,BANK-BCB9C380,True,True,True
TXN000335,ORD000335,691.95,INR,Green Grocery,2026-08-01,BANK-5308C960,True,True,True
TXN000336,ORD000336,14105.69,INR,Sri Lakshmi Stores,2026-08-20,BANK-83D82F8E,True,True,True
TXN000337,ORD000337,18803.92,INR,Tech World,2026-08-05,BANK-645F6CF6,True,True,True
TXN000338,ORD000338,11078.63,INR,Smart Home,2026-08-07,BANK-D9BB0147,True,True,True
TXN000339,ORD000339,13117.66,INR,Fresh Mart,2026-08-16,BANK-D160B2C9,True,True,True
TXN000340,ORD000340,9408.64,INR,Tech World,2026-08-15,BANK-55D1A315,True,True,True
TXN000341,ORD000341,7978.1,INR,Tech World,2026-08-06,BANK-3A2898CB,True,True,True
TXN000342,ORD000342,5436.43,INR,Green Grocery,2026-08-21,BANK-2D176926,True,True,True
TXN000343,ORD000343,13916.44,INR,Urban Fashion,2026-08-05,BANK-DDDB9FBD,True,True,True
TXN000344,ORD000344,19409.97,INR,Sri Lakshmi Stores,2026-08-02,BANK-5206AEE8,True,True,True
TXN000345,ORD000345,11476.79,INR,Smart Home,2026-08-11,BANK-E4F33B7E,True,True,True
TXN000346,ORD000346,9136.43,INR,Smart Home,2026-08-10,BANK-0E2EC692,True,True,True
TXN000347,ORD000347,16107.48,INR,Daily Needs,2026-08-17,BANK-8DD3BD6E,True,True,True
TXN000348,ORD000348,7932.02,INR,ABC Electronics,2026-08-01,BANK-E793AB4A,True,True,True
TXN000349,ORD000349,18902.39,INR,Green Grocery,2026-08-09,BANK-4AFFF226,True,True,True
TXN000350,ORD000350,23688.11,INR,Daily Needs,2026-08-21,BANK-1A98F147,True,True,True
TXN000351,ORD000351,21195.48,INR,Smart Home,2026-08-12,BANK-E153AE35,True,True,True
TXN000352,ORD000352,4724.91,INR,Green Grocery,2026-08-19,BANK-51416C6E,True,True,True
TXN000353,ORD000353,23291.43,INR,Urban Fashion,2026-08-16,BANK-26EC38FE,True,True,True
TXN000354,ORD000354,23860.52,INR,Sri Lakshmi Stores,2026-08-12,BANK-51397D13,True,True,True
TXN000355,ORD000355,3075.42,INR,Daily Needs,2026-08-11,BANK-6889C0C5,True,True,True
TXN000356,ORD000356,10683.81,INR,Green Grocery,2026-08-18,BANK-4136FCB5,True,True,True
TXN000357,ORD000357,9997.02,INR,ABC Electronics,2026-08-21,BANK-D9C1F478,True,True,True
TXN000358,ORD000358,6161.71,INR,Daily Needs,2026-08-21,BANK-B1C82732,True,True,True
TXN000359,ORD000359,18575.31,INR,Green Grocery,2026-08-05,BANK-A6CD9637,True,True,True
TXN000360,ORD000360,12030.41,INR,Tech World,2026-08-02,BANK-3BDF4575,True,True,True
TXN000361,ORD000361,1351.02,INR,Urban Fashion,2026-08-19,BANK-9839070C,True,True,True
TXN000362,ORD000362,15163.51,INR,Tech World,2026-08-11,BANK-671AB159,True,True,True
TXN000363,ORD000363,7167.83,INR,Tech World,2026-08-06,BANK-8EE5FDC0,True,True,True
TXN000364,ORD000364,12750.76,INR,Smart Home,2026-08-20,BANK-29BC98A5,True,True,True
TXN000365,ORD000365,24915.22,INR,Daily Needs,2026-08-09,BANK-E544618F,True,True,True
TXN000366,ORD000366,7196.0,INR,Tech World,2026-08-11,BANK-AF4E5BDC,True,True,True
TXN000367,ORD000367,4393.36,INR,Smart Home,2026-08-03,BANK-A1C7C84D,True,True,True
TXN000368,ORD000368,22441.51,INR,Sri Lakshmi Stores,2026-08-19,BANK-B77B9A35,True,True,True
TXN000369,ORD000369,13850.1,INR,Daily Needs,2026-08-19,BANK-CCCCC754,True,True,True
TXN000370,ORD000370,5765.91,INR,Smart Home,2026-08-07,BANK-8F481B0A,True,True,True
TXN000371,ORD000371,13805.03,INR,Tech World,2026-08-03,BANK-08AEE313,True,True,True
TXN000372,ORD000372,18524.89,INR,Sri Lakshmi Stores,2026-08-11,BANK-9AD6D0B4,True,True,True
TXN000373,ORD000373,5231.07,INR,Smart Home,2026-08-07,BANK-15375834,True,True,True
TXN000374,ORD000374,245.3,INR,ABC Electronics,2026-08-04,BANK-08CD9CE0,True,True,True
TXN000375,ORD000375,6975.47,INR,Tech World,2026-08-10,BANK-7ABA2E1C,True,True,True
TXN000376,ORD000376,20451.71,INR,Sri Lakshmi Stores,2026-08-15,BANK-2B401E48,True,True,True
TXN000377,ORD000377,11611.34,INR,Fresh Mart,2026-08-12,BANK-5B2A043A,True,True,True
TXN000378,ORD000378,6508.79,INR,ABC Electronics,2026-08-14,BANK-B6191D8E,True,True,True
TXN000379,ORD000379,13681.4,INR,Green Grocery,2026-08-15,BANK-88FA8397,True,True,True
TXN000380,ORD000380,16276.19,INR,Tech World,2026-08-17,BANK-12EDE9F0,True,True,True
TXN000381,ORD000381,6285.21,INR,Fresh Mart,2026-08-07,BANK-1ADDC0FC,True,True,True
TXN000382,ORD000382,6220.13,INR,Smart Home,2026-08-18,BANK-C56A560C,True,True,True
TXN000383,ORD000383,2558.18,INR,Smart Home,2026-08-05,BANK-62AEF749,True,True,True
TXN000384,ORD000384,24953.51,INR,Urban Fashion,2026-08-18,BANK-C9AF0A8A,True,True,True
TXN000385,ORD000385,9339.34,INR,Green Grocery,2026-08-02,BANK-D2055A7D,True,True,True
TXN000386,ORD000386,11566.22,INR,Tech World,2026-08-17,BANK-BD10F639,True,True,True
TXN000387,ORD000387,18942.3,INR,Urban Fashion,2026-08-05,BANK-CE37492C,True,True,True
TXN000388,ORD000388,15736.52,INR,Daily Needs,2026-08-10,BANK-81E18986,True,True,True
TXN000389,ORD000389,19968.07,INR,Smart Home,2026-08-13,BANK-15271F25,True,True,True
TXN000390,ORD000390,16632.06,INR,Sri Lakshmi Stores,2026-08-08,BANK-02C7CC91,True,True,True
TXN000391,ORD000391,5073.38,INR,Sri Lakshmi Stores,2026-08-04,BANK-7A291096,True,True,True
TXN000392,ORD000392,21114.25,INR,Green Grocery,2026-08-02,BANK-24C6B095,True,True,True
TXN000393,ORD000393,17267.81,INR,Sri Lakshmi Stores,2026-08-21,BANK-C4A961D6,True,True,True
TXN000394,ORD000394,7786.92,INR,ABC Electronics,2026-08-18,BANK-1C5A98F7,True,True,True
TXN000395,ORD000395,10626.8,INR,Green Grocery,2026-08-04,BANK-E0BD60FD,True,True,True
TXN000396,ORD000396,18731.12,INR,Smart Home,2026-08-15,BANK-5B4E2A3A,True,True,True
TXN000397,ORD000397,3458.75,INR,Fresh Mart,2026-08-16,BANK-00CB7042,True,True,True
TXN000398,ORD000398,7920.01,INR,Sri Lakshmi Stores,2026-08-18,BANK-DE14F402,True,True,True
TXN000399,ORD000399,15254.66,INR,Smart Home,2026-08-17,BANK-8429059E,True,True,True
TXN000400,ORD000400,11774.24,INR,Sri Lakshmi Stores,2026-08-13,BANK-EB6E01CC,True,True,True
TXN000401,ORD000401,19966.37,INR,Urban Fashion,2026-08-12,BANK-91215145,True,True,True
TXN000402,ORD000402,16921.92,INR,Daily Needs,2026-08-20,BANK-E70EAAF0,True,True,True
TXN000403,ORD000403,17058.06,INR,Smart Home,2026-08-17,BANK-5818FC28,True,True,True
TXN000404,ORD000404,3118.19,INR,Urban Fashion,2026-08-07,BANK-FCEFF693,True,True,True
TXN000405,ORD000405,9525.95,INR,ABC Electronics,2026-08-14,BANK-A529AD61,True,True,True
TXN000406,ORD000406,1041.99,INR,Green Grocery,2026-08-06,BANK-84CC39B0,True,True,True
TXN000407,ORD000407,11140.12,INR,Sri Lakshmi Stores,2026-08-21,BANK-6D10882E,True,True,True
TXN000408,ORD000408,10128.85,INR,Fresh Mart,2026-08-15,BANK-7A186588,True,True,True
TXN000409,ORD000409,10651.56,INR,Urban Fashion,2026-08-05,BANK-76EF8F2F,True,True,True
TXN000410,ORD000410,20867.6,INR,Green Grocery,2026-08-03,BANK-654DFAB1,True,True,True
TXN000411,ORD000411,17422.08,INR,Green Grocery,2026-08-17,BANK-A3D840F4,True,True,True
TXN000412,ORD000412,6255.98,INR,Sri Lakshmi Stores,2026-08-06,BANK-62F31E75,True,True,True
TXN000413,ORD000413,20276.81,INR,ABC Electronics,2026-08-04,BANK-74D15F2F,True,True,True
TXN000414,ORD000414,15191.6,INR,Tech World,2026-08-01,BANK-37BE617F,True,True,True
TXN000415,ORD000415,4037.55,INR,Green Grocery,2026-08-02,BANK-DA738150,True,True,True
TXN000416,ORD000416,24104.13,INR,Green Grocery,2026-08-21,BANK-92ECFAC1,True,True,True
TXN000417,ORD000417,17364.99,INR,Smart Home,2026-08-18,BANK-52C83A8F,True,True,True
TXN000418,ORD000418,708.14,INR,Urban Fashion,2026-08-12,BANK-BB2291D1,True,True,True
TXN000419,ORD000419,14093.32,INR,Tech World,2026-08-12,BANK-520497B2,True,True,True
TXN000420,ORD000420,10016.92,INR,Green Grocery,2026-08-18,BANK-CBE96D13,True,True,True
TXN000421,ORD000421,10112.16,INR,Green Grocery,2026-08-20,BANK-B142FF12,True,True,True
TXN000422,ORD000422,16042.41,INR,Smart Home,2026-08-06,BANK-503F5CDB,True,True,True
TXN000423,ORD000423,11829.68,INR,Tech World,2026-08-13,BANK-96C8208A,True,True,True
TXN000424,ORD000424,5906.58,INR,Smart Home,2026-08-09,BANK-FFA01FF7,True,True,True
TXN000425,ORD000425,17299.33,INR,Fresh Mart,2026-08-02,BANK-9EC0B0D9,True,True,True
TXN000426,ORD000426,8342.69,INR,Green Grocery,2026-08-01,BANK-1F4C8784,True,True,True
TXN000427,ORD000427,16093.41,INR,Smart Home,2026-08-11,BANK-67CE36B6,True,True,True
TXN000428,ORD000428,1027.07,INR,Tech World,2026-08-16,BANK-A7F1DA39,True,True,True
TXN000429,ORD000429,2221.72,INR,Sri Lakshmi Stores,2026-08-19,BANK-96941728,True,True,True
TXN000430,ORD000430,23413.84,INR,Smart Home,2026-08-05,BANK-2FECCE0F,True,True,True
TXN000431,ORD000431,18865.31,INR,Green Grocery,2026-08-04,BANK-52250B5F,True,True,True
TXN000432,ORD000432,21201.81,INR,Smart Home,2026-08-13,BANK-12CB5853,True,True,True
TXN000433,ORD000433,15286.4,INR,Sri Lakshmi Stores,2026-08-16,BANK-9F3D528A,True,True,True
TXN000434,ORD000434,16608.1,INR,Smart Home,2026-08-04,BANK-05BAEA88,True,True,True
TXN000435,ORD000435,19309.29,INR,Fresh Mart,2026-08-11,BANK-EE692FC8,True,True,True
TXN000436,ORD000436,6224.06,INR,Daily Needs,2026-08-02,BANK-CFF8D5C9,True,True,True
TXN000437,ORD000437,6898.63,INR,Green Grocery,2026-08-01,BANK-B582684B,True,True,True
TXN000438,ORD000438,552.42,INR,Fresh Mart,2026-08-07,BANK-47B061FD,True,True,True
TXN000439,ORD000439,12765.34,INR,Smart Home,2026-08-02,BANK-04BDDED4,True,True,True
TXN000440,ORD000440,23771.92,INR,Smart Home,2026-08-11,BANK-CDFECE46,True,True,True
TXN000441,ORD000441,20018.02,INR,Sri Lakshmi Stores,2026-08-18,BANK-EF0B86F4,True,True,True
TXN000442,ORD000442,14432.22,INR,ABC Electronics,2026-08-07,BANK-F5944668,True,True,True
TXN000443,ORD000443,23868.85,INR,ABC Electronics,2026-08-01,BANK-EC8F1597,True,True,True
TXN000444,ORD000444,19230.99,INR,Sri Lakshmi Stores,2026-08-11,BANK-5303EA1F,True,True,True
TXN000445,ORD000445,6784.61,INR,Sri Lakshmi Stores,2026-08-06,BANK-6B9007B8,True,True,True
TXN000446,ORD000446,4860.58,INR,Tech World,2026-08-07,BANK-D78806C6,True,True,True
TXN000447,ORD000447,8639.72,INR,Green Grocery,2026-08-02,BANK-677E5BA0,True,True,True
TXN000448,ORD000448,22084.86,INR,ABC Electronics,2026-08-05,BANK-6B152803,True,True,True
TXN000449,ORD000449,23923.51,INR,Smart Home,2026-08-06,BANK-2DA13D04,True,True,True
TXN000450,ORD000450,16343.4,INR,Green Grocery,2026-08-07,BANK-E9AC870A,True,True,True
TXN000451,ORD000451,7336.16,INR,ABC Electronics,2026-08-03,BANK-641D1851,True,True,True
TXN000452,ORD000452,12173.53,INR,Tech World,2026-08-13,BANK-F2ED654F,True,True,True
TXN000453,ORD000453,2275.62,INR,Green Grocery,2026-08-12,BANK-CCABA3FA,True,True,True
TXN000454,ORD000454,6469.49,INR,Tech World,2026-08-10,BANK-D1D5010B,True,True,True
TXN000455,ORD000455,12640.42,INR,Green Grocery,2026-08-13,BANK-A4D0A2DD,True,True,True
TXN000456,ORD000456,19913.51,INR,Fresh Mart,2026-08-09,BANK-1457CA00,True,True,True
TXN000457,ORD000457,16408.63,INR,Green Grocery,2026-08-02,BANK-99842671,True,True,True
TXN000458,ORD000458,15036.62,INR,Smart Home,2026-08-19,BANK-BFC642E7,True,True,True
TXN000459,ORD000459,4056.16,INR,Smart Home,2026-08-02,BANK-B5BDC0F5,True,True,True
TXN000460,ORD000460,24236.55,INR,Sri Lakshmi Stores,2026-08-21,BANK-AD0C3437,True,True,True
TXN000461,ORD000461,3543.4,INR,Sri Lakshmi Stores,2026-08-05,BANK-8F105445,True,True,True
TXN000462,ORD000462,24095.6,INR,Urban Fashion,2026-08-19,BANK-CCFF86AA,True,True,True
TXN000463,ORD000463,6170.29,INR,Tech World,2026-08-21,BANK-BE63B967,True,True,True
TXN000464,ORD000464,21817.78,INR,Sri Lakshmi Stores,2026-08-11,BANK-4654289B,True,True,True
TXN000465,ORD000465,17858.54,INR,Fresh Mart,2026-08-04,BANK-3522C339,True,True,True
TXN000466,ORD000466,6586.29,INR,Green Grocery,2026-08-13,BANK-9CBE9F10,True,True,True
TXN000467,ORD000467,18939.24,INR,Sri Lakshmi Stores,2026-08-09,BANK-10AAFC30,True,True,True
TXN000468,ORD000468,7241.58,INR,Fresh Mart,2026-08-08,BANK-3E91F792,True,True,True
TXN000469,ORD000469,12563.16,INR,Daily Needs,2026-08-07,BANK-3A820DF8,True,True,True
TXN000470,ORD000470,18108.06,INR,Smart Home,2026-08-20,BANK-87FCF897,True,True,True
TXN000471,ORD000471,2373.55,INR,Fresh Mart,2026-08-03,BANK-12C15C5E,True,True,True
TXN000472,ORD000472,1595.55,INR,Sri Lakshmi Stores,2026-08-03,BANK-17359E81,True,True,True
TXN000473,ORD000473,13136.47,INR,ABC Electronics,2026-08-04,BANK-DCB26C3D,True,True,True
TXN000474,ORD000474,5873.65,INR,Urban Fashion,2026-08-18,BANK-66AB20CB,True,True,True
TXN000475,ORD000475,15628.25,INR,Sri Lakshmi Stores,2026-08-04,BANK-5A396288,True,True,True
TXN000476,ORD000476,13697.75,INR,Smart Home,2026-08-03,BANK-C7682506,True,True,True
TXN000477,ORD000477,21149.67,INR,Tech World,2026-08-06,BANK-6010377A,True,True,True
TXN000478,ORD000478,10922.18,INR,Fresh Mart,2026-08-17,BANK-7CD28C54,True,True,True
TXN000479,ORD000479,12899.4,INR,Daily Needs,2026-08-19,BANK-4F700958,True,True,True
TXN000480,ORD000480,6111.83,INR,Green Grocery,2026-08-10,BANK-41339578,True,True,True
TXN000481,ORD000481,17665.07,INR,Green Grocery,2026-08-01,BANK-4150667C,True,True,True
TXN000482,ORD000482,13654.78,INR,Daily Needs,2026-08-01,BANK-FB352171,True,True,True
TXN000483,ORD000483,14082.12,INR,Green Grocery,2026-08-17,BANK-3E8E8D76,True,True,True
TXN000484,ORD000484,13874.35,INR,Smart Home,2026-08-02,BANK-3618A94D,True,True,True
TXN000485,ORD000485,11844.82,INR,Fresh Mart,2026-08-04,BANK-96FD28A0,True,True,True
TXN000486,ORD000486,1828.44,INR,Fresh Mart,2026-08-19,BANK-AA94AB9D,True,True,True
TXN000487,ORD000487,7569.1,INR,Smart Home,2026-08-10,BANK-9E09927C,True,True,True
TXN000488,ORD000488,18593.29,INR,Urban Fashion,2026-08-15,BANK-64A716CE,True,True,True
TXN000489,ORD000489,15386.4,INR,Daily Needs,2026-08-02,BANK-FE4E932A,True,True,True
TXN000490,ORD000490,6309.58,INR,Tech World,2026-08-19,BANK-157A2176,True,True,True
TXN000491,ORD000491,20533.44,INR,ABC Electronics,2026-08-04,BANK-C3508F27,True,True,True
TXN000492,ORD000492,6505.51,INR,Green Grocery,2026-08-12,BANK-73C3BAC2,True,True,True
TXN000493,ORD000493,3246.36,INR,Green Grocery,2026-08-06,BANK-3344ED03,True,True,True
TXN000494,ORD000494,24063.42,INR,Green Grocery,2026-08-15,BANK-1C022685,True,True,True
TXN000495,ORD000495,14705.91,INR,Sri Lakshmi Stores,2026-08-08,BANK-B98D11B6,True,True,True
TXN000496,ORD000496,20447.4,INR,Tech World,2026-08-17,BANK-4437C886,True,True,True
TXN000497,ORD000497,21631.15,INR,Fresh Mart,2026-08-14,BANK-316DD65A,True,True,True
TXN000498,ORD000498,8154.09,INR,Fresh Mart,2026-08-08,BANK-F6070686,True,True,True
TXN000499,ORD000499,20312.95,INR,Sri Lakshmi Stores,2026-08-10,BANK-80750E38,True,True,True
TXN000500,ORD000500,22333.28,INR,Fresh Mart,2026-08-16,BANK-01A0BBC2,True,True,True
TXN000501,ORD000501,18173.66,INR,ABC Electronics,2026-08-08,BANK-A42734FF,True,True,True
TXN000502,ORD000502,1452.7,INR,Tech World,2026-08-18,BANK-14F8399D,True,True,True
TXN000503,ORD000503,5973.28,INR,Urban Fashion,2026-08-19,BANK-C37D1355,True,True,True
TXN000504,ORD000504,6575.07,INR,ABC Electronics,2026-08-14,BANK-EAA94312,True,True,True
TXN000505,ORD000505,4601.08,INR,Sri Lakshmi Stores,2026-08-01,BANK-3479AB8B,True,True,True
TXN000506,ORD000506,628.98,INR,Urban Fashion,2026-08-02,BANK-983D4809,True,True,True
TXN000507,ORD000507,23784.81,INR,Smart Home,2026-08-05,BANK-45A0FC93,True,True,True
TXN000508,ORD000508,21705.67,INR,Urban Fashion,2026-08-05,BANK-403D8A3D,True,True,True
TXN000509,ORD000509,14116.02,INR,Tech World,2026-08-05,BANK-B6EA676F,True,True,True
TXN000510,ORD000510,12001.57,INR,Green Grocery,2026-08-05,BANK-74F87085,True,True,True
TXN000511,ORD000511,17828.81,INR,Smart Home,2026-08-19,BANK-1317E4C2,True,True,True
TXN000512,ORD000512,6185.97,INR,Tech World,2026-08-13,BANK-20D9FABC,True,True,True
TXN000513,ORD000513,15332.36,INR,ABC Electronics,2026-08-17,BANK-D2FD32F6,True,True,True
TXN000514,ORD000514,22565.23,INR,Smart Home,2026-08-20,BANK-54DA8243,True,True,True
TXN000515,ORD000515,7714.15,INR,Sri Lakshmi Stores,2026-08-07,BANK-DAED09C7,True,True,True
TXN000516,ORD000516,21846.73,INR,Fresh Mart,2026-08-14,BANK-E3EB1AC1,True,True,True
TXN000517,ORD000517,13748.25,INR,Fresh Mart,2026-08-18,BANK-586BBA55,True,True,True
TXN000518,ORD000518,9972.68,INR,Daily Needs,2026-08-12,BANK-3DCA2F2C,True,True,True
TXN000519,ORD000519,21933.92,INR,Green Grocery,2026-08-13,BANK-D84CD4E3,True,True,True
TXN000520,ORD000520,14435.98,INR,Urban Fashion,2026-08-19,BANK-867766FC,True,True,True
TXN000521,ORD000521,4976.75,INR,Green Grocery,2026-08-10,BANK-3C49D512,True,True,True
TXN000522,ORD000522,21808.0,INR,Green Grocery,2026-08-06,BANK-E1ED8D46,True,True,True
TXN000523,ORD000523,22406.52,INR,Fresh Mart,2026-08-18,BANK-20B5B8C3,True,True,True
TXN000524,ORD000524,10703.52,INR,Urban Fashion,2026-08-01,BANK-EE13A3CD,True,True,True
TXN000525,ORD000525,21583.11,INR,Fresh Mart,2026-08-08,BANK-4062466D,True,True,True
TXN000526,ORD000526,16140.79,INR,Sri Lakshmi Stores,2026-08-20,BANK-A53A7404,True,True,True
TXN000527,ORD000527,13380.58,INR,Green Grocery,2026-08-04,BANK-B1DB32DE,True,True,True
TXN000528,ORD000528,21349.32,INR,Daily Needs,2026-08-07,BANK-6A2F9C73,True,True,True
TXN000529,ORD000529,21204.25,INR,Sri Lakshmi Stores,2026-08-08,BANK-856FE1BE,True,True,True
TXN000530,ORD000530,21696.07,INR,Green Grocery,2026-08-05,BANK-287F8388,True,True,True
TXN000531,ORD000531,5960.69,INR,Smart Home,2026-08-20,BANK-BD949C15,True,True,True
TXN000532,ORD000532,20243.43,INR,Sri Lakshmi Stores,2026-08-02,BANK-78C57829,True,True,True
TXN000533,ORD000533,15934.0,INR,Urban Fashion,2026-08-07,BANK-C253DC27,True,True,True
TXN000534,ORD000534,12657.3,INR,Urban Fashion,2026-08-12,BANK-14EDFCA9,True,True,True
TXN000535,ORD000535,3273.11,INR,Daily Needs,2026-08-14,BANK-818A9E54,True,True,True
TXN000536,ORD000536,21058.93,INR,Daily Needs,2026-08-04,BANK-4AAD2C88,True,True,True
TXN000537,ORD000537,22923.6,INR,Fresh Mart,2026-08-18,BANK-CDA0C5B5,True,True,True
TXN000538,ORD000538,20356.75,INR,ABC Electronics,2026-08-02,BANK-3FDA2729,True,True,True
TXN000539,ORD000539,8636.25,INR,ABC Electronics,2026-08-08,BANK-09D2753D,True,True,True
TXN000540,ORD000540,8707.59,INR,Green Grocery,2026-08-02,BANK-8FD2A43D,True,True,True
TXN000541,ORD000541,2265.12,INR,ABC Electronics,2026-08-06,BANK-952138E0,True,True,True
TXN000542,ORD000542,18766.51,INR,ABC Electronics,2026-08-11,BANK-62C7C50C,True,True,True
